mcc,familia,descripcion,referencia
7519,Entretenimiento,"RENTA - CASAS RODANTES, (RENTA – VEHICULOS RECREATIVOS, EXCURSIONES),","Comerciantes que alquilan hogares de motor, RVs, los campistas pop-up, los acoplados de la tienda, y otros vehiculos recreacionales en un diario, a corto plazo, o base del extendido-termino. Para el avion, la bicicleta, la motocicleta, y los alquileres del ir-carro, utilizan MCC 7999. Para los alquileres recreacionales del barco, utilice MCC 4457. Alquileres De Automobile/Vehicle"
7523,Estacionamientos,ESTACIONAMIENTOS/PENSIONES,"Los comerciantes que proporcionan estacionamiento temporal mantienen para los automoviles, generalmente en un cada hora, un diario, o una base mensual del contrato o del honorario. Servicios De Negocio"
7531,Otros,TALLERES - HOJALATERIA,"Comerciantes que realizan el trabajo de la reparacion del cuerpo automotor. Tales comerciantes tambien pueden o pueden no pintar los automoviles conjuntamente con el trabajo de la reparacion del cuerpo. Para los comerciantes que pintan sobre todo los automoviles, uso MCC 7535. Para los comerciantes que realizan el trabajo automotor de la reparacion con excepcion de la reparacion del cuerpo, uso MCC 7538. Servicios De Reparacion"
7534,Ventas al detalle (Retail),TALLERES - VULCANIZADORAS,"Este MCC identifica a comerciantes que venden, instala, repara, o retrocede los viejos neumaticos. Para los comerciantes que proporcionan otros tipos de servicios de reparacion automotores, uso MCC 7538. Para los comerciantes que venden sobre todo los neumaticos automotores nuevos, uso MCC 5532. Servicios De Reparacion"
7535,Otros,"TALLERES - PINTURA DE AUTOS, (SERVICIO - PINTADO DE AUTOMOVILES),","Comerciantes que pintan y reacaban los automoviles exclusivamente, incluyendo esos especializandose en la restauracion antigua del automovil y el diseno de encargo y pintar. Servicios De Reparacion"
7538,Ventas al detalle (Retail),TALLERES - MECANICOS,"Comerciantes que conducen reparaciones automotoras y mantenimiento general. Tal servicio puede incluir los motores, los frenos, los sistemas de aire acondicionado, los silenciadores, los extremos y los marcos delanteros, los sistemas de carburante, los carburadores, los radiadores, los parabrisas y las ventanas, y los sistemas electricos. Este mcc incluir popular rapido aceite cambio comerciante y lubricante comerciante. Las tiendas del servicio tambien pueden o pueden no realizar la alineacion de la rueda, balancear, y servicios de reparacion. Para los especialistas automotores del servicio, utilice el MCC que describe lo mas mejor posible el servicio proporcionado, por ejemplo, para las reparaciones del neumatico y retrocede, uso MCC 7534; para la pintura automotora, utilice MCC 7535; y para el trabajo de la reparacion del cuerpo automotor, uso MCC 7531. Servicios De Reparacion"
7542,Otros,SERVICIO - LAVADO DE AUTOS,"Los comercios que se lavan, enceran, y pulen los automoviles,automaticos o manuales. Si el comerciante tambien vende gasolina automotora, utilice MCC 5541. Servicios De Reparacion"
7549,Otros,SERVICIO - GRUAS Y TRASLADOS,"Los comerciantes que proporcionan remolque del vehiculo mantienen. Para los comerciantes que proporcionan sobre todo servicios del arruinamiento y del salvamento, uso MCC 5935. Servicios De Reparacion"
7622,Ventas al detalle (Retail),TALLER DE REPARACION - APARATOS ELECTRONICOS,"Comerciantes que reparan electronica (excepto aplicaciones) por ejemplo radios, televisiones, las cubiertas de cinta, CDs, receptores, estereofonias, y computadoras. Para los comerciantes que reparan aplicaciones pequenas tales como microondas, hornos de la tostadora, y tostadoras, uso MCC"
7623,Ventas al detalle (Retail),"TALLER DE REPARACION - AIRE ACONDICIONADO, (TALLER DE REPARACION - REFRIGERACION/REFRIGERADORES),","Comerciantes que casa del servicio y de la reparacion y aire acondicionado comercial, y sistemas de refrigeracion. Para los comerciantes que los aparatos electrodomesticos pequenos del servicio y de la reparacion, utilizan MCC 7629. Para los comerciantes que los aparatos electrodomesticos grandes del servicio y de la reparacion, utilizan MCC 7699. Servicios De Reparacion"
7629,Ventas al detalle (Retail),"TALLERES DE REPARACION - ELECTRICOS Y EQUIPOS PEQUEÑOS, (TALLER DE REPARACION - APARATOS ELECTRODOMESTICOS), (TALLER DE REPARACION - APARATOS ELECTRIC","Comerciantes que casa del servicio y de la reparacion y componentes electricos comerciales y aplicaciones pequenas tales como microondas, hornos de la tostadora, y tostadoras, asi como los comerciantes que maquinas de oficina electricas del servicio y de la reparacion, excepto maquinas de escribir. Para los comerciantes que se especializan en reparaciones de la maquina de escribir, uso MCC 5978. Para los especialistas en reparaciones de la electronica, utilice MCC 7622. Para los comerciantes que reparan aparatos electrodomesticos grandes, uso MCC 7699. Servicios De Reparacion"
7631,Ventas al detalle (Retail),"TALLER DE REPARACION - RELOJES DE PULSO, (TALLER DE REPARACION - JOYAS), (TALLER DE REPARACION - RELOJES)","Comerciantes que limpian y reparan todos los tipos de relojes, de relojes, y de joyeria fina. Para los comerciantes que venden sobre todo los relojes, los relojes, y joyeria fina, uso MCC 5944. Servicios De Reparacion"
7641,Ventas al detalle (Retail),"RETAPIZADOS, (TALLER DE REPARACION - MUEBLES Y ACABADOS),","Los comerciantes que reupholster, reparacion, y reacaban muebles, incluyendo los restauradores de los muebles antiguos. Para los comerciantes que venden muebles, uso MCC 5712. Servicios De Reparacion"
7692,Ventas al detalle (Retail),TALLER - SOLDADURA ELECTRICA Y AUTOGENA,"Comerciantes que realizan la reparacion de la soldadura. Para los comerciantes que realizan la soldadura de la construccion, uso MCC 1799. Servicios De Reparacion"
7699,Ventas al detalle (Retail),TALLERES DE REPARACION MISCELANEOS - NO CLASIFICADOS,"Los comerciantes que proporcionan exclusivamente servicio y reparan el trabajo, pero que no se puede clasificar debajo de comerciantes mas especificos de MCC. Such del trabajo de la reparacion incluyen los que reparen aparatos electrodomesticos grandes (por ejemplo, los hornos, las arandelas, los secadores, los lavaplatos, y los calentadores de agua), las bicicletas y el equipo que se divierte, protesis de oido, los dispositivos ortopedicos y prosteticos, los instrumentos musicales, las tiendas y los toldos, la camara fotografica y otro equipo fotografico, cortacespedeses, equipaje, y mercancias de cuero. Tambien incluye a las tiendas y a comerciantes de maquina que limpian y mantienen los hornos y las chimeneas. Servicios De Reparacion"
7829,Otros,PRODUCCION Y DISTRIBUCION DE PELICULAS Y VIDEOS,"Productores y distribuidores al por mayor de peliculas y de videos educativos e industriales para la exposicion y la venta, incluyendo las peliculas de los anuncios de la TV y de entrenamiento. Para los minoristas a que el alquiler graba a los consumidores, utilice MCC 7841. Venda al por mayor a las distribuidores y a fabricantes"
7832,Entretenimiento,"CINES, TEATROS","Comerciantes cines, incluyendo teatros. Tales comerciantes venden boletos y los refrigerios, y pueden o pueden no ofrecer las reservaciones anticipadas del boleto via el telefono. Utilice un TCC de T si el boleto se paga por adelantado via orden del telefono,"
7841,Entretenimiento,"RENTA DE VIDEOS, (VIDEOS),","Los comerciantes a que el alquiler graba, los discos laser, DVDs, y los juegos video para el consumidor utilizan en el pais. Tales comerciantes pueden o pueden no vender una seleccion limitada de videos usados, de bebidas, del caramelo, de bocados, y de cintas en blanco. Diversion y hospitalidad"
7911,Colegios y Universidades,BAILE - SALONES Y ESCUELAS DE BAILE,"Comerciantes que funcionan estudios de la danza, escuelas de la danza, y pasillos o salones de baile publicos de la danza, y carga para los honorarios de la admision, las lecciones, y los refrigerios. Tales comerciantes pueden ensenar muchos tipos de danza o especializarse en golpecito y ballet clasico, salon de baile, la instruccion de la danza del cuadrado, u otros tipos de danza. Diversion y hospitalidad"
7922,Entretenimiento,TEATROS Y CINES,"Comerciante que funciona el teatro en vivo, companias y grupos de teatro de verano. Servicio asociaciones de produccion de teatro y conciertos, agencia, reservacion , paisaje, iluminacion, y otro equipo servicio, agencias de boleto de teatro. Utilizar uno TCC t para la venta de boleto venta queson por correo orden, telefono orden, o otro no-cara-a-cara metodo. Para pelicula teatro, utilizar mcc 7832. Diversion y hospitalidad"
7929,Otros,"BANDAS, ORQUESTAS, GRUPOS,DIVERSIONES - NO CLASIFICADOS","Los comerciantes que proporcionan la hospitalidad con excepcion de producciones de teatro, e incluyen a musicos, a vendas, a las orquestas, a los comicos, y a magos. Incluyen a los comerciantes que se especializan en el abastecimiento de musica (las vendas o los jinetes vivos del disco DJs ) para las bodas o los acontecimientos especiales tambien. Diversion y hospitalidad"
7932,Entretenimiento,BILLARRES,"Comerciantes que funcionan los establecimientos que alquilan las tablas de la piscina o del billiard para la hospitalidad. Tales comerciantes pueden ofrecer las tablas de fichas de la piscina, o pueden alquilar las tablas de la piscina por el juego o rapidamente por hora. Shuffleboard, los dardos, y otros juegos y refrigerios pueden tambien estar disponibles. Diversion y hospitalidad"
7933,Entretenimiento,BOLICHES,"Los comerciantes que funcionan las mesas de boliche, y pueden aceptar las tarjetas de la Mastercard para los honorarios de alquiler, las favorables compras de la tienda, los refrigerios, o los honorarios del uso. Los comerciantes situados dentro del lugar que se manejan por separado deben ser clasificados con el MCC apropiado para ese tipo de negocio. Por ejemplo, un restaurante situado dentro de un lugar del boliche debe utilizar MCC 5812; una barra debe utilizar MCC 5813. Diversion y hospitalidad"
7941,Entretenimiento,"CLUBES DEPORTIVOS PROFESIONALES,(HIPODROMOS, AUTODROMOS, GALGODROMOS),(ESTADIOS DEPORTIVOS),(CAMPOS DE ATLETISMO),(DEPORTES - PROMOTORES Y PROFESIONAL","Los comerciantes que funcionan y promueven a semiprofessional y a clubs atleticos profesionales (tales como beisbol, baloncesto, balompie, hockey, y futbol), promueven el aficionado y acontecimientos atleticos profesionales, y manejan a atletas individuales. Las arenas y los estadios de los deportes tambien se incluyen. Utilice un TCC de T para las ventas atleticas del boleto del acontecimiento que ocurren por correo la orden, la orden del telefono, o el otro metodo de la no-cara-a-cara. Diversion y hospitalidad"
7991,Otros,EXHIBICIONES Y ATRACCIONES TURISTICAS,"Comerciantes que funcionan atracciones y los objetos expuestos turisticos para la hospitalidad, tal como exposiciones, los jardines botanicos, las demostraciones del arte, los museos, y los lagares. Para el arte los objetos expuestos sostuvieron en las galerias de arte, utilizan MCC 5971. Diversion y hospitalidad"
7992,Entretenimiento,CAMPOS DE GOLF - PUBLICO,"Los comerciantes que funcionan golf publico cursan. Los servicios ofrecidos pueden de incluir honorarios de los verdes y los alquileres del carro o de equipo del golf. Para los restaurantes y los cafes situados en el golf curse, utilice MCC 5812. Para las favorables tiendas que venden las fuentes y equipo, el uso golfing MCC 5941. Para 7997 los clubs del pais y los cursos privados del golf, utilice MCC. Diversion y hospitalidad"
7993,Ventas al detalle (Retail),"VENTA DE VIDEO JUEGOS, ACCESORIOS","Comerciantes que venden las maquinas, el equipo, y fuentes de fichas de la diversion. Los productos para la venta pueden incluir las maquinas video del juego, las cajas del juke, las maquinas del billar automatico, las maquinas de ranura, los juegos mecanicos, y las cabinas inmediatas de la fotografia. Para los comerciantes que funcionan arcadas del video y del juego, uso MCC 7994. Diversion y hospitalidad"
7994,Entretenimiento,VIDEO JUEGOS - ESTABLECIMIENTOS,"Comerciantes que funcionan juegos interactivos y los juegos del maquina de la diversion, por ejemplo jukeboxes, video, las maquinas del billar automatico, el paintball, y juegos de la etiqueta del laser, juegos mecanicos, y cabinas inmediatas de la fotografia. los juegos Internet-basados (con excepcion del juego) tambien son incluidos y se deben identificar con un TCC de T. For que los comerciantes que venden el equipo de la diversion, utilizan MCC 7993. Para los comerciantes que funcionan los juegos que implican wagering, uso MCC 7995. Diversion y hospitalidad"
7995,Ventas al detalle (Retail),"CASINOS, CASAS DE JUEGO, (APUESTAS, INCLUYE BILLETES DE LOTERIA),(LOTERIAS, JUEGOS DE AZAR),(APUESTAS - CARRERAS DE CABALLOS),","Cualquier transaccion, con excepcion de una transaccion de la atmosfera, implicando la colocacion de un wager, la compra de un boleto de la loteria, el juego de aviones del comercio, o la compra de virutas o de otra valor usable para jugar conjuntamente con actividades del juego proporciono wagering o apostando los establecimientos tales como casinos, pistas de la raza, frontons del alai del jai, salas de la tarjeta, lineas aereas, y similares. Cualquier honorario cargo e incluyo en la cantidad total de la transaccion se debe divulgar claramente al titular de tarjeta antes de terminar la transaccion, de acuerdo con la seccion 9,12,2,1 de la Mastercard Bylaws y reglas. Tal cobro no se puede cargar para las transacciones de aviones del juego del comercio. Los adquirentes deben identificar todas las transacciones del juego con MCC 7995 de modo que los emisores esten completamente enterados de la naturaleza de estas transacciones. Los adquirentes deben procesar transacciones cara a cara del juego de acuerdo con ""terminar la transaccion unica en un terminal de POI"" en el cap¡tulo 4 del manual de referencia de GCMS. Los adquirentes deben procesar transacciones alejadas del juego de acuerdo con el ""proceso de los procedimientos para las transacciones no cara a cara"" y la ""aplicabilidad de reglas"" en el cap¡tulo 4 del manual de referencia de GCMS. Para otros tipos de compras se asocio al establecimiento, tal como alimento, alojamiento, o el paso, utiliza el MCC que describe lo mas mejor posible esa transaccion. Diversion y hospitalidad"
7996,Entretenimiento,"ADIVINOS, LECTURA DE CARTAS, (CIRCOS),(PARQUES DE DIVERSION),(FERIAS)","Comerciantes que funcionan los parques de atracciones y los carnavales que ofrecen paseos mecanicos, bocados y soportes del alimento, juegos, los objetos expuestos animales, y la hospitalidad. Incluyen los circos, las cajas de la fortuna, los astrologers, a los lectores de tarjetas del tarot, y a los misticos tambi‚n. Diversion y hospitalidad"
7997,Entretenimiento,"CLUBS DEPORTIVOS - MEMBRESIAS,(CURSOS PRIVADOS DE GOLF),(CLUBS DE TENIS - MEMBRESIAS),(CLUBS - MEMBRESIAS (ATLETICOS, DEPORTIVOS, DIVERSION)),(CAMPO D","Comerciantes que funcionan deportes y las instalaciones de la reconstruccion que requieren calidad de miembro. Los ejemplos de tales instalaciones incluyen a ejercicio, a los clubs atleticos, y de la salud, a los clubs del pais, a los cursos privados del golf, a los clubs del yate del canotaje, a los clubs de natacion, a los clubs del tenis, a las ligas de deportes con balones, a los clubs de equitacion, a los clubs de tiro y del arma, y a clubs del racquetball. Tales comerciantes pueden o no pueden proporcionar servicios del masaje y servicios del balneario tales como facials, asesoramiento del control del peso, banos aromatherapy, de vapor, y torbellinos. Para los comerciantes que proporcionan sobre todo masajes, uso MCC 7297; para los comerciantes que funcionan sobre todo un balneario y sus servicios relacionados, uso MCC 7298. Diversion y hospitalidad"
7998,Entretenimiento,"ACUARIOS, ESPECTACULOS MARINOS","Comerciantes que funcionan parques y los parques zoologicos de la vida del mar para la hospitalidad y la educacion del publico en general. Otros servicios situados en las premisas, tales como restaurantes o tiendas de regalos, se deben clasificar con el MCC que describe lo mas mejor posible ese tipo de negocio. Diversion y hospitalidad"
7999,Entretenimiento,"JARDINES BOTANICOS,(CAMPOS DE SKI),(INSTRUCTORES DE DEPORTES),(ZOOLOGICOS),(GOLFITO Y GO-KARS),(SERVICIOS DE ENTRETENIMIENTO Y DE DIVERSION),(INSTRUCT","Los comerciantes que proporcionan una variedad amplia de servicios de la reconstruccion y de la hospitalidad que no sean descritos por otros, un MCC. mas especifico Typically, estos comerciantes proporcionan los servicios que requieren la participacion fisica activa tal como natacion, jugando golf miniatura, el esqui de la nieve, competir con de coche miniatura, patinaje en hielo, escalar, montar caballo. Como regla general, estos comerciantes no son clubs y no requieren calidad de miembro. Para los deportes privados y los clubs de la reconstruccion que requieren calidad de miembro, utilice MCC 7997. Para los alquileres del barco, utilice MCC 4457, y para los cursos publicos del golf, uso MCC 7992. Diversion y hospitalidad"
8011,Médicos y dentistas,"MEDICOS Y CIRUJANOS GENERALES O DE ESPECIALIDADES, DERMATOLOGIA, PSIQUIATRIA, RADIOLOGIA, ORTOPEDIA, PEDIATRIA, NEUROLOGIA, GINECOLOGIA, OBSTETRICIA U OTROS. CONSULTORIOS MEDICOS QUE NO SEAN CLINICAS NI HOSPITALES.","Los medicos dedicados a una practica de general o la medicina y la cirugia especializadas que no es identificada mas exactamente por otros giros mas especificos de MCC. se incluyen a cirujanos, a dermatologists, a siquiatras, a radiologos, a ortopedistas, a pediatras, a neurologos, a obstetricos, y a ginecologos plasticos y cosmeticos. Servicios profesionales y organizaciones de la calidad de miembro"
8031,Médicos y dentistas,MEDICOS OSTEOPATAS. CONSULTORIOS MEDICOS QUE NO SEAN CLINICAS NI HOSPITALES.,"Medicos licenciados que proporcionan la terapia que implica la manipulacion no-quirurgica y el ajuste de las estructuras del hueso. Para los ortopedistas que proporcionan tratamientos quirurgicos, uso MCC 8011. Servicios profesionales y organizaciones de la calidad de miembro profesionales medicos de 8041quiropracticos que proporcionan la terapia en la cual se manipulan y se ajustan la columna y los miembros espinales. Servicios profesionales y organizaciones de la calidad de miembro"
8041,Médicos y dentistas,QUIROPRACTICOS. CONSULTORIOS MEDICOS QUE NO SEAN CLINICAS NI HOSPITALES.,QUIROPRACTICOS
8042,Médicos y dentistas,"OFTALMOLOGOS Y OPTOMETRISTAS, CONSULTORIOS MEDICOS QUE NO SEAN CLINICAS NI HOSPITALES, PARA OPTICAS USAR GIRO 8043.","Los optometras son los profesionales medicos que examinan y tratan defectos del ojo con las lentes correctivas o los ejercicios. Los oftalmologos son los medicos licenciados que se especializan en las estructuras, las funciones, y las enfermedades del ojo, y pueden realizar cirugia. Ellos pueden o no pueden llenar prescripciones de lente o de lentes de contacto, o venta de armazones de los lentes. Servicios profesionales y organizaciones de la calidad de miembro"
8043,Otros,"OPTICAS, LENTES Y ANTEOJOS","Comerciantes que leen las prescripciones para la correccion visual, piden las lentes, hacen y venden anteojos y las lentes de contacto, y pueden realizar examinaciones del ojo. Opticians puede tambien vender una variedad de mercancias opticas tales como gafas de seguridad, gafas de sol (prescripcion y regular), casos que llevan, y soluciones de la lente de la lente y de contacto. los comerciantes de los ""eyeglasses de una hora"" situados generalmente en alamedas de compras son incluidos. Para los comerciantes que examinan ojos y tratan defectos del ojo con los procedimientos que pueden implicar cirugia o tecnicas quirurgicas, uso MCC 8042. Servicios profesionales y organizaciones de la calidad de miembro"
8049,Médicos y dentistas,"PEDICURISTAS, QUIROPEDISTAS. CONSULTORIOS MEDICOS QUE NO SEAN CLINICAS NI HOSPITALES.",Medicos que se especializan en la diagnosis y el tratamiento de las dolencias del pie. Servicios profesionales y organizaciones de la calidad de miembro
8050,Otros,"SERVICIOS DE RECUPERACION, (SERVICIOS DE ENFERMERAS Y CUIDADO DE PERSONAS)","Comerciantes que proporcionan el oficio de enfermera el hospitalizado y servicios personales relativos a la salud del cuidado. Debido a su condicion mental o fisica, los pacientes en estas instalaciones pueden requerir la administracion de medicaciones y de tratamientos o la supervision de medicaciones administradas de acuerdo con las recetas de un medico. Este MCC incluye clinicas de reposo, instalaciones del hospicio, y las instalaciones del repozo que proporcionan cuidado a largo plazo y no realizan generalmente cirugia. Servicios profesionales y organizaciones de la calidad de miembro"
8062,Hospitales,HOSPITALES Y CLINICAS,"Los hospitales que proporcionan servicios de diagnostico, el tratamiento medico extenso incluyendo cirugia, y otros servicios del hospital, tan bien como los servicios continuos del oficio de enfermera para el enfermo y danaron. Incluye hospitales mentales y psiquiatricos, los hospitales de los ninos, y los hospitales de maternidad. Para las clinicas del animal domestico o los hospitales del animal domestico, utilice MCC 0742. Servicios profesionales y organizaciones de la calidad de miembro"
8071,Otros,"LABORATORIOS DENTALES, (LABORATORIOS MEDICOS)","Comerciantes que proporcionan servicios a los profesionales medicos y dentales y a los pacientes referidos por los medicos o los dentistas. Incluye los laboratorios medicos que realizan analisis biologico, analisis de la sangre, urinalysis, la radiografia, el analisis bacteriologico, y el analisis de diagnostico, y los laboratorios dentales que hacen las dentaduras, los dientes artificiales, las coronas y los puentes, y las aplicaciones ortodonticas modificadas para requisitos particulares. Servicios profesionales y organizaciones de la calidad de miembro"
8099,Otros,SERVICIOS MEDICOS Y PARAMEDICOS - NO CLASIFICADOS,"Los profesionales medicos que no son descritos por otros, un MCC. mas especifico ejemplo incluyen a therapists fisicos, a therapists ocupacionales, a psicologos, y a otros medicos de la salud tales como bancos de la sangre, clinicas previstas de la paternidad, clinicas de la fertilidad, centros quimicos de la dependencia, servicios de prueba el oir, therapists licenciados del masaje, clinicas quirurgicas del reemplazo del pelo, y se divierten clinicas de la medicina. Servicios profesionales y organizaciones de la calidad de miembro"
8111,Otros,"SERVICIOS LEGALES, (ABOGADOS)","Personas que son funcionados por los miembros de la barra y proporcionan asesoramiento juridico y servicios. ellos pueden especializarse en una area del pleito tal como divorcio o bancarrota, o proporcione un espectro completo de servicios juridicos. Servicios profesionales y organizaciones de la calidad de miembro"
8211,Educación Básica,"ESCUELAS Y COLEGIOS, NIVELES PREESCOLAR O KINDER, PRIMARIA Y SECUNDARIA, PREPARATORIAS CUANDO NO CUENTEN CON GRADO UNIVERSITARIO.","Escuelas elementales y secundarias que proporcionan la instruccion academica del jardin de la infancia a traves del duodecimo grado, incluyendo publico, privado, parroquial, y colegios de internos. Para los pre-entrenamientos, utilice MCC 8351. Servicios profesionales y organizaciones de la calidad de miembro"
8220,Colegios y Universidades,"UNIVERSIDADES, (COLEGIOS Y PREPARATORIAS), (ESCUELAS PROFESIONALES), POSGRADO","Comunidad y universidades de primero y segundo ano, universidades, seminaries theological, y escuelas profesionales (dental incluyendo, ley, ingenieria, y medico) que proporcionan cursos academicos y conceden grados academicos. El requisito para la admision debe ser por lo menos un diploma de la High School secundaria o su equivalente. Para el negocio y las escuelas de secretaria, utilice MCC 8244, y para las escuelas vocacionales y comerciales, uso MCC 8249. Servicios profesionales y organizaciones de la calidad de miembro"
8241,Educación Básica,ACADEMIAS Y ESCUELAS DE CURSOS POR CORRESPONDENCIA.,Escuelas por correspondencia que ofrecen la instruccion educativa a traves del correo enviando lecciones y examinaciones al estudiante. Servicios profesionales y organizaciones de la calidad de miembro
8244,Colegios y Universidades,"ESCUELAS - ADMINISTRACION, (ESCUELAS - COMERCIALES Y SECRETARIALES), (ESCUELAS SECRETARIALES),","Negocio y escuelas de secretaria que ofrecen el entrenamiento general del negocio tal como operacion de maquina de negocio, procedimientos de la oficina, procesamiento de textos, taquigraficas, y otras habilidades administrativas. Tal oferta de las escuelas un certificado del entrenamiento pero no ofrece grados academicos. Para las escuelas vocacionales y comerciales, utilice MCC 8249. Servicios profesionales y organizaciones de la calidad de miembro"
8249,Colegios y Universidades,"ESCUELAS - PROFESIONALES, (PROFESIONAL), (ESCUELAS - DIPLOMADOS)","Escuelas comerciales y vocacionales que ofrecen el entrenamiento y la instruccion en profesiones especializadas tales como soldadura, mecanicos, carpinteria, propiedades inmobiliarias, y conducir del carro. Tal oferta de las escuelas un certificado del entrenamiento pero no ofrece grados academicos. Servicios profesionales y organizaciones de la calidad de miembro"
8299,Educación Básica,"ACADEMIAS Y ESCUELAS SIN GRADO ACADÉMICO, INSTRUCCIÓN O CURSOS DE MUSICA, ARTE, COCINA, MODELAJE, KARATE, MANEJO U OTROS.","Las escuelas que ofrecen los cursos y los servicios educativos que no son descritos por otros giros mas especificos de MCC. Se incluyen las escuelas que ensenan la musica, drama, arte, el cocinar, el modelar, escuelas del karate, instruccion para conductores, seguridad de trafico, escuelas de aviacion. Para las escuelas de la danza, utilice MCC 7911. Para las escuelas que conceden los grados academicos para los cursos del estudio en musica, drama, y arte, aplicaciones MCC 8220. Servicios profesionales y organizaciones de la calidad de miembro"
8351,Misceláneos,"GUARDERIAS, PUERICULTURA, ESTANCIAS INFANTILES.","Las empresas que proporcionan cuidado de nino incluyendo nannies, estancias infantiles, y centros del cuidado del dia. Estos cuidan tipicamente para los infantes y los ninos preescolares, pero pueden tambien cuidar para mas ninos mas grandes, y pueden o no pueden proporcionar programas educativos."
8398,Beneficencia,"ORGANIZACIONES DE SERVICIO SOCIAL, (ORGANIZACIONES DE BENEFICENCIA)","Organizaciones (non-political) caritativas que solicitan las contribuciones, las organizaciones de servicio social que proporcionan servicios de la asistencia social, grupos de la defensa, organizaciones de la comunidad, y las agencias de la salud. Utilice un TCC de T para donaciones realizadas con metodos no cara a cara tales como ordenes del telefono. Servicios profesionales y organizaciones de la calidad de miembro"
8641,Otros,"ASOCIACIONES - CIVICAS Y FRATERNIDADES, (ASOCIACIONES SOCIALES),(ASOCIACIONES - DE BENEFICIENCIA Y SERVICIO SOCIAL)","Las asociaciones dedicadas a actividades civicas, sociales, o fraternales. Tales asociaciones incluyen asociaciones de los alumnos y los clubs, los clubs del aumentador de presion, los clubs de los businesspersons, los clubs de la calidad de miembro de la comunidad, las casas de campo fraternales, las fraternidades , los clubs sociales, las organizaciones de los veteranos, y las asociaciones de la juventud. Las actividades de estos grupos pueden incluir movilizacion de fondos politica; sin embargo, si este es el proposito primario de la organizacion, uso MCC 8651. Servicios profesionales y organizaciones de la calidad de miembro"
8651,Otros,ORGANIZACIONES - POLITICAS,"Intereses de un nacional, de un estado, o de un partido o de un candidato politico local, incluyendo los grupos politicos organizados especificamente para levantar los fondos para un partido politico o un candidato individual. Servicios profesionales y organizaciones de la calidad de miembro"
8661,Otros,ORGANIZACIONES - RELIGIOSAS,"Organizaciones religiosas que proporcionan servicios de la adoracion, el entrenamiento religioso o el estudio, y actividades religiosas. Los ejemplos son iglesias, conventos, monasterios, mosques, shrines, synagogues, y templos. Servicios profesionales y organizaciones de la calidad de miembro"
8675,Otros,ASOCIACIONES - AUTOMOVILISTICAS,"Asociaciones y clubs del automovil. Tales comerciantes proveen de miembros servicios especiales tales como informacion de la condicion del recorrido y de camino, mapas y guias, y tarifas de los specials en los restaurantes, los hoteles, y las agencias del alquiler de coches. Estos comerciantes cargan a menudo un honorario anual de la calidad de miembro. Servicios profesionales y organizaciones de la calidad de miembro"
8699,Otros,"SINDICATOS, (ASOCIACIONES- NO CLASIFICADAS), (ASOCIACIONES PROFESIONALES)","Las organizaciones o las asociaciones que no son descritas por otras, un MCC. mas especifico Examples incluyen los clubs historicos, los sindicatos, los clubs de la poesia, los consejos del arte, y las asociaciones del arrendatario o del condominio. Para la calidad de miembro a la salud y a los clubs atleticos, utilice MCC 7997. Servicios profesionales y organizaciones de la calidad de miembro"
8734,Otros,LABORATORIOS DE PRUEBAS (NO MEDICOS),"Los comerciantes que proporcionan la prueba no-medica mantienen a otros negocios. Los ejemplos de tales servicios incluyen el automovil que prueba, calibracion, y certificacion, alimento que prueba, prueba forense, producto y contaminacion que prueba, y los servicios industriales de la inspeccion de la radiografia. Para los laboratorios de prueba medicos, utilice MCC 8071. Servicios profesionales y organizaciones de la calidad de miembro"
8911,Otros,"PROYECTOS INGENIERILES Y DE ARQUITECTURA, (PROYECTOS - INVESTIGACIO DE MERCADOS, ENCUESTAS),(PROYECTOS - ARQUITECTONICOS Y DE INGENIERIA)","Comerciantes que proporcionan arquitectonico profesional, dirigiendo, y tierra, agua, y servicios que examinan aereos. Incluidos son los disenadores caseros y del edificio, la nave, el barco, y los ingenieros y los disenadores de la maquina, y los ingenieros arquitectonicos. Servicios profesionales y organizaciones de la calidad de miembro"
8931,Otros,"SERVICIOS - CONTABILIDAD, (SERVICIOS - CONTABLES),(SERVICIOS - AUDITORIAS)","Los comerciantes que proporcionan la contabilidad, facturacion, nomina de pago y otro relacionaron la revision de servicios, incluyendo los contables publicos certificados (CPAs). Tales comerciantes pueden tambien proporcionar servicios de la preparacion del impuesto sobre la renta ademas de servicios de contabilidad y de revision. Para los comerciantes que proporcionan la preparacion del impuesto sobre la renta mantiene sin tambien el abastecimiento de contabilidad, de la revision, y de los servicios de la contabilidad, uso MCC 7276. Servicios profesionales y organizaciones de la calidad de miembro"
8999,Otros,SERVICIOS PROFESIONALES - NO CLASIFICADOS,"Los comerciantes contratados a ""profesiones tradicionales"" los servicios altamente especializados de esa oferta, y requieren a menudo a empleados obtener la educacion o el entrenamiento avanzada o especializada para proporcionar los servicios. Este MCC se debe utilizar solamente si el negocio del comerciante no es descrito por otro, un MCC. mas especifico Ejemplo comerciantes incluye corredores de hipoteca, las firmas de la investigacion, los planificadores financieros, los disenadores graficos, los conferencistas, los taquigrafos de la corte, los tasadores de las propiedades inmobiliarias, las firmas de la investigacion, y las casas de subasta. Servicios profesionales y organizaciones de la calidad de miembro"
